,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
22,54486146,4200,4200,4200.0,36 months, ,17.57,D,D4,production coordinator,10+ years,MORTGAGE,46000.0,Not Verified,n,,debt_consolidation,Debt consolidation,928xx,CA,31.25,1.0,0.0,20.0,,14.0,0.0,21174.0,82.4,28.0,w,394.08,0.0,0.0,0.0,0.0,,INDIVIDUAL,,31th week,0.0,0.0,282808.0,25700.0,0
23,41408977,10500,10500,10500.0,36 months,BAT4694572,13.66,C,C3,Title Manager,7 years,OWN,60000.0,Source Verified,n,,debt_consolidation,Debt consolidation,631xx,MO,13.82,0.0,1.0,,,7.0,0.0,8661.0,60.6,24.0,f,845.33,0.0,0.0,0.0,0.0,,INDIVIDUAL,,30th week,0.0,0.0,71697.0,14300.0,1
24,63047232,16000,16000,16000.0,36 months,BAT4271519,7.89,A,A5,Coordinator,< 1 year,RENT,65000.0,Source Verified,n,,debt_consolidation,Debt consolidation,337xx,FL,21.54,0.0,0.0,,,9.0,0.0,22438.0,54.2,30.0,w,398.12,0.0,0.0,0.0,0.0,,INDIVIDUAL,,17th week,0.0,0.0,147448.0,41400.0,0
25,22741274,23800,23800,23800.0,60 months, ,15.61,D,D1,Quality Engineer,4 years,MORTGAGE,70000.0,Source Verified,n,,debt_consolidation,Debt consolidation,285xx,NC,21.93,0.0,0.0,,,13.0,0.0,20253.0,46.7,27.0,f,5008.5,0.0,0.0,0.0,0.0,,INDIVIDUAL,,78th week,0.0,0.0,327930.0,43400.0,0
26,17563299,7200,7200,7150.0,36 months,,12.99,C,C1,Top shelf sales,2 years,OWN,37000.0,Source Verified,n,,debt_consolidation,Debt consolidation,764xx,TX,13.43,0.0,0.0,73.0,50.0,11.0,1.0,6392.0,32.0,28.0,f,1047.06,0.0,0.0,0.0,0.0,47.0,INDIVIDUAL,,70th week,0.0,0.0,8589.0,19800.0,1
27,10317534,19200,19200,19175.0,36 months,,6.62,A,A2,Physician,1 year,MORTGAGE,250000.0,Source Verified,n,,debt_consolidation,Close cards and consolidate,352xx,AL,25.86,0.0,1.0,,,9.0,0.0,28912.0,87.3,23.0,f,1785.13,0.0,0.0,0.0,0.0,,INDIVIDUAL,,104th week,0.0,0.0,447388.0,33100.0,1
28,50609137,15000,15000,15000.0,36 months,BAT1184694,6.92,A,A4,Teacher,3 years,MORTGAGE,90000.0,Verified,n,,debt_consolidation,Debt consolidation,757xx,TX,29.68,0.0,1.0,,,16.0,0.0,24129.0,48.4,31.0,w,624.8,0.0,0.0,0.0,0.0,,INDIVIDUAL,,35th week,0.0,0.0,114298.0,49900.0,0
29,70008968,4000,4000,4000.0,36 months,BAT1586599,17.57,D,D4,cna,2 years,MORTGAGE,20000.0,Verified,n,,other,Other,073xx,NJ,30.79,0.0,0.0,,,9.0,0.0,6336.0,58.1,9.0,f,52.71,0.0,0.0,0.0,0.0,,INDIVIDUAL,,4th week,0.0,0.0,31445.0,10900.0,0
30,62465075,30000,30000,30000.0,60 months,BAT4271519,9.99,B,B3,Director Sales Technology,10+ years,MORTGAGE,180000.0,Source Verified,n,,credit_card,Credit card refinancing,067xx,CT,14.63,0.0,0.0,,,13.0,0.0,82208.0,69.6,25.0,w,1046.14,0.0,0.0,0.0,0.0,,INDIVIDUAL,,17th week,0.0,0.0,391749.0,94100.0,0
31,15319948,35000,35000,35000.0,60 months,,16.59,D,D1,Chief Creative Officer,8 years,MORTGAGE,480000.0,Source Verified,n,,debt_consolidation,Debt consolidation,902xx,CA,13.05,0.0,1.0,,,10.0,0.0,48777.0,70.7,24.0,w,8960.72,0.0,0.0,0.0,0.0,,INDIVIDUAL,,91th week,0.0,0.0,1385358.0,69000.0,0
32,66482134,6000,6000,6000.0,36 months,BAT2252229,12.69,C,C2,Manager,2 years,RENT,40000.0,Source Verified,n,,debt_consolidation,Debt consolidation,750xx,TX,13.11,0.0,0.0,33.0,,18.0,0.0,4776.0,97.5,34.0,f,177.5,0.0,0.0,0.0,0.0,,INDIVIDUAL,,13th week,0.0,0.0,68057.0,4900.0,0
33,69834413,20000,20000,20000.0,36 months,BAT1586599,8.18,B,B1,Teacher,9 years,RENT,50000.0,Source Verified,n,,credit_card,Credit card refinancing,073xx,NJ,3.07,1.0,0.0,23.0,,4.0,0.0,6485.0,52.7,14.0,f,127.24,0.0,0.0,0.0,0.0,,INDIVIDUAL,,9th week,0.0,0.0,6485.0,12300.0,0
34,69859111,12600,12600,12600.0,60 months, ,10.99,B,B4,tech4,10+ years,RENT,76600.0,Not Verified,n,,debt_consolidation,Debt consolidation,953xx,CA,7.19,0.0,1.0,,,11.0,0.0,3704.0,12.3,14.0,w,107.7,0.0,0.0,0.0,0.0,,INDIVIDUAL,,4th week,0.0,0.0,23697.0,30200.0,0
35,51096102,10000,10000,10000.0,60 months,BAT3726927,19.52,E,E3,,,MORTGAGE,29500.0,Verified,n,,debt_consolidation,Debt consolidation,335xx,FL,6.59,0.0,1.0,50.0,,6.0,0.0,4890.0,54.9,18.0,w,1147.08,0.0,0.0,0.0,0.0,50.0,INDIVIDUAL,,31th week,0.0,0.0,4890.0,8900.0,0
36,31177698,5000,5000,5000.0,36 months,,13.98,C,C3,,,RENT,19000.0,Verified,n,,other,Other,112xx,NY,13.9,0.0,0.0,,,7.0,0.0,5422.0,82.2,12.0,f,728.43,0.0,0.0,0.0,0.0,,INDIVIDUAL,,65th week,0.0,50.0,5422.0,6600.0,0
37,72929339,10000,10000,10000.0,60 months,BAT2803411,14.85,C,C5,EMR Content Specialist,10+ years,MORTGAGE,45000.0,Not Verified,n,,debt_consolidation,,471xx,IN,26.76,0.0,0.0,25.0,,14.0,0.0,17916.0,48.3,28.0,w,0.0,0.0,0.0,0.0,0.0,,INDIVIDUAL,,NAth week,0.0,0.0,176391.0,37100.0,0
38,64856289,10000,10000,10000.0,60 months,BAT2252229,18.55,E,E2,Product Support,3 years,MORTGAGE,27000.0,Verified,n,,debt_consolidation,Debt consolidation,662xx,KS,14.13,0.0,0.0,,,5.0,0.0,10707.0,64.1,5.0,w,448.67,0.0,0.0,0.0,0.0,,INDIVIDUAL,,13th week,0.0,0.0,10707.0,16700.0,0
39,46875834,33150,33150,33150.0,60 months,BAT1104812,20.49,E,E4,Vice President,10+ years,MORTGAGE,70000.0,Verified,n,,credit_card,Credit card refinancing,171xx,PA,32.61,0.0,0.0,,,26.0,0.0,40674.0,65.2,37.0,f,4851.01,0.0,0.0,0.0,0.0,,INDIVIDUAL,,39th week,0.0,0.0,141797.0,62400.0,0
40,46475985,5500,5500,5500.0,36 months,BAT1104812,12.29,C,C1,Senior Sales Consultant,10+ years,OWN,25000.0,Source Verified,n,,debt_consolidation,Debt consolidation,631xx,MO,11.91,0.0,0.0,,72.0,11.0,1.0,4299.0,78.2,21.0,f,455.2,0.0,0.0,0.0,0.0,,INDIVIDUAL,,39th week,0.0,0.0,53454.0,5500.0,0
41,40524311,28000,28000,28000.0,36 months, ,8.19,A,A5,Manager,< 1 year,MORTGAGE,84000.0,Source Verified,n,,debt_consolidation,Debt consolidation,760xx,TX,12.73,0.0,1.0,,,18.0,0.0,17081.0,36.7,48.0,f,1956.66,0.0,0.0,0.0,0.0,,INDIVIDUAL,,52th week,0.0,0.0,229995.0,46500.0,0
42,40996048,12600,12600,12600.0,36 months,BAT4694572,16.49,D,D3,asst manger,10+ years,OWN,35000.0,Source Verified,n,,debt_consolidation,Debt consolidation,760xx,TX,22.38,1.0,1.0,6.0,,11.0,0.0,6981.0,26.2,18.0,f,1795.45,0.0,0.0,0.0,0.0,,INDIVIDUAL,,52th week,0.0,0.0,13054.0,26600.0,0
43,34160308,10000,10000,10000.0,36 months, ,8.39,A,A5,Deputy Sheriff,2 years,MORTGAGE,98000.0,Not Verified,n,,debt_consolidation,Debt consolidation,939xx,CA,3.09,0.0,0.0,72.0,,8.0,0.0,9875.0,30.5,13.0,f,412.4,0.0,0.0,0.0,0.0,,INDIVIDUAL,,35th week,0.0,0.0,42542.0,32400.0,1
44,5607481,17900,17900,17900.0,36 months,BAT5341619,18.75,D,D3,FINRA,3 years,MORTGAGE,114500.0,Verified,n,"   > Looking to consolidate my debt,  have one payment, with a lower rate.<br>",debt_consolidation,Debt consolidation,079xx,NJ,23.11,1.0,5.0,13.0,,18.0,0.0,40381.0,70.5,38.0,f,1830.04,0.0,0.0,0.0,0.0,,INDIVIDUAL,,31th week,0.0,0.0,624417.0,57300.0,1
45,53281867,4850,4850,4850.0,36 months,BAT1184694,16.99,D,D3,Health Tech,10+ years,MORTGAGE,53000.0,Source Verified,n,,debt_consolidation,Debt consolidation,125xx,NY,26.49,0.0,0.0,26.0,,8.0,0.0,9002.0,95.8,17.0,f,444.36,0.0,0.0,0.0,0.0,,INDIVIDUAL,,35th week,0.0,0.0,38829.0,9400.0,0
46,66959476,10725,10725,10725.0,36 months,BAT2252229,12.29,C,C1,security officer,9 years,OWN,28200.0,Not Verified,n,,debt_consolidation,Debt consolidation,190xx,PA,38.43,0.0,1.0,,,15.0,0.0,24196.0,33.2,27.0,w,277.95,0.0,0.0,0.0,0.0,,INDIVIDUAL,,13th week,0.0,0.0,28163.0,72900.0,0
47,1561871,20000,20000,19725.0,36 months, ,13.67,B,B5,Credit Suisse,4 years,RENT,168000.0,Verified,n,"   > This loan will allow me to consolidate my credit card debt into 1 payment and pay off within 3 years. Very grateful. Thank you.<br><br>   > I will be consolidating CC1: $3,900, CC2: $6,300, CC3: $7,000. The remaining proceeds will go towards CC4. I follow a snowball debt elimination plan. I do not incur any new unsecured debt as part of my plan. This loan will allow me to consolidate debt into 1 auto-payment at a lower interest rate.<br>",debt_consolidation,Grateful Getting Out of Debt For Good,100xx,NY,22.32,0.0,0.0,41.0,,5.0,0.0,24080.0,80.0,19.0,f,4255.21,68.04,750.11,134.7958,0.0,,INDIVIDUAL,,135th week,0.0,,,,0
48,16592115,10000,10000,10000.0,36 months,,10.99,B,B2,Counselor,7 years,MORTGAGE,125000.0,Not Verified,n,,credit_card,Credit card refinancing,908xx,CA,18.05,4.0,1.0,19.0,,21.0,0.0,11639.0,51.7,55.0,f,1336.13,0.0,0.0,0.0,0.0,,INDIVIDUAL,,83th week,0.0,0.0,421664.0,22500.0,1
49,49704338,6400,6400,6400.0,36 months, ,12.69,C,C2,Retail Sales Specialist,< 1 year,OWN,42000.0,Source Verified,n,,debt_consolidation,Debt consolidation,466xx,IN,37.21,0.0,1.0,,,9.0,0.0,15455.0,76.9,29.0,f,466.13,0.0,0.0,0.0,0.0,,INDIVIDUAL,,31th week,0.0,0.0,71646.0,20100.0,1
50,1732493,4950,4950,4950.0,60 months,BAT1135695,16.29,C,C4,Town of North Haven,2 years,MORTGAGE,24000.0,Verified,n,,home_improvement,Debt Consolidation,064xx,CT,16.82,1.0,1.0,22.0,,12.0,0.0,8312.0,45.7,19.0,f,1388.24,0.0,0.0,0.0,0.0,22.0,INDIVIDUAL,,104th week,0.0,0.0,8312.0,18200.0,0
51,1718233,12000,12000,12000.0,36 months,BAT3865626,6.03,A,A1,Hospital,10+ years,MORTGAGE,128000.0,Verified,n,,debt_consolidation,Credit Card Elimination,168xx,PA,10.85,0.0,1.0,,,6.0,0.0,37908.0,51.2,27.0,w,806.36,0.0,0.0,0.0,0.0,,INDIVIDUAL,,74th week,0.0,0.0,311014.0,74000.0,1
52,52145013,20000,20000,20000.0,36 months,BAT1184694,12.69,C,C2,Store manager,10+ years,OWN,160000.0,Verified,n,,home_improvement,Home improvement,038xx,NH,4.1,1.0,2.0,4.0,118.0,14.0,1.0,755.0,1.7,36.0,f,1538.96,0.0,0.0,0.0,0.0,66.0,INDIVIDUAL,,35th week,0.0,805.0,234697.0,43300.0,0
53,61594927,7275,7275,7275.0,36 months,BAT1780517,7.26,A,A4,Co-Owner,10+ years,MORTGAGE,130000.0,Not Verified,n,,credit_card,Credit card refinancing,498xx,MI,16.63,0.0,2.0,,,14.0,0.0,9287.0,71.4,51.0,w,203.15,0.0,0.0,0.0,0.0,,INDIVIDUAL,,22th week,0.0,0.0,290962.0,13000.0,0
54,67069572,20200,20200,20200.0,36 months,,9.17,B,B2,Executive Assistant,10+ years,MORTGAGE,59000.0,Not Verified,n,,debt_consolidation,Debt consolidation,430xx,OH,21.84,0.0,1.0,46.0,,8.0,0.0,6560.0,19.5,18.0,w,366.73,0.0,0.0,0.0,0.0,,INDIVIDUAL,,13th week,0.0,0.0,195008.0,33600.0,0
55,14481374,16800,16800,16750.0,60 months,BAT2522922,24.08,F,F2,Sales Associate,< 1 year,RENT,86000.0,Source Verified,n,,debt_consolidation,Debt consolidation,900xx,CA,6.57,0.0,2.0,,,7.0,0.0,13166.0,70.0,9.0,f,6634.89,0.0,0.0,0.0,0.0,,INDIVIDUAL,,96th week,0.0,0.0,13166.0,18800.0,0
56,56742106,35000,35000,34925.0,60 months,BAT1780517,15.61,D,D1,Foreman,10+ years,MORTGAGE,78500.0,Verified,n,,debt_consolidation,Debt consolidation,083xx,NJ,11.48,0.0,0.0,,,12.0,0.0,34752.0,38.4,27.0,f,2194.09,0.0,0.0,0.0,0.0,,INDIVIDUAL,,22th week,0.0,0.0,34752.0,90600.0,0
57,59611678,6000,6000,6000.0,36 months,,13.33,C,C3,CMA,3 years,MORTGAGE,70000.0,Source Verified,n,,debt_consolidation,Debt consolidation,852xx,AZ,9.02,2.0,1.0,13.0,,9.0,0.0,12027.0,36.6,23.0,f,309.03,0.0,0.0,0.0,0.0,17.0,INDIVIDUAL,,26th week,0.0,0.0,359326.0,32900.0,0
58,37396374,10700,10700,10700.0,60 months,BAT2558388,14.31,C,C4,OB Tech,6 years,MORTGAGE,32100.0,Not Verified,n,,debt_consolidation,Debt consolidation,871xx,NM,27.29,0.0,0.0,33.0,,11.0,0.0,2558.0,45.7,25.0,w,1637.68,0.0,0.0,0.0,0.0,,INDIVIDUAL,,61th week,0.0,0.0,137019.0,5600.0,0
59,66382791,25000,25000,25000.0,60 months, ,7.89,A,A5,Co-Manager,2 years,MORTGAGE,95000.0,Not Verified,n,,debt_consolidation,Debt consolidation,301xx,GA,12.98,0.0,0.0,,,12.0,0.0,11533.0,15.9,24.0,w,464.46,0.0,0.0,0.0,0.0,,INDIVIDUAL,,13th week,0.0,0.0,235231.0,72600.0,0
60,10350023,12800,12800,12800.0,36 months,BAT2575549,12.99,B,B4,,10+ years,OWN,150000.0,Verified,n,,other,Unexpected Expenses,494xx,MI,12.63,1.0,2.0,6.0,,8.0,0.0,25218.0,40.2,29.0,f,2477.45,0.0,0.0,0.0,0.0,,INDIVIDUAL,,113th week,0.0,0.0,161107.0,62800.0,0
61,36434927,28000,28000,28000.0,36 months,BAT2558388,8.67,B,B1,Senior Software Engineer,2 years,MORTGAGE,125000.0,Source Verified,n,,debt_consolidation,Debt consolidation,840xx,UT,30.44,0.0,0.0,,,10.0,0.0,68178.0,78.4,25.0,w,752.44,0.0,0.0,0.0,0.0,,INDIVIDUAL,,17th week,0.0,0.0,316510.0,87000.0,0
62,63110232,17000,17000,16950.0,36 months, ,9.99,B,B3,Sr. Corporate & Securities Paralegal,< 1 year,RENT,110000.0,Not Verified,n,,debt_consolidation,Debt consolidation,076xx,NJ,13.6,1.0,2.0,18.0,,17.0,0.0,8350.0,15.3,36.0,f,573.96,0.0,0.0,0.0,0.0,18.0,INDIVIDUAL,,17th week,0.0,5005.0,22198.0,54500.0,0
63,6048478,15000,15000,15000.0,36 months,BAT2428731,11.14,B,B2,avisbudget group,4 years,MORTGAGE,60000.0,Verified,n,> Debt consolidation for paying high interest credit cards<br>,debt_consolidation,consolidation loan,330xx,FL,20.08,0.0,1.0,,,15.0,0.0,15028.0,68.0,31.0,f,1346.4,0.0,0.0,0.0,0.0,,INDIVIDUAL,,48th week,0.0,0.0,272177.0,22100.0,1
64,50976064,20000,20000,20000.0,60 months,BAT1184694,13.99,C,C4,owner,1 year,OWN,65000.0,Source Verified,n,,major_purchase,Major purchase,490xx,MI,11.71,0.0,1.0,,,7.0,0.0,1108.0,5.5,11.0,w,1772.23,0.0,0.0,0.0,0.0,,INDIVIDUAL,,35th week,0.0,0.0,124248.0,20000.0,0
65,10557234,24000,24000,24000.0,60 months, ,17.76,D,D1,Deputy Store Manager,9 years,MORTGAGE,128000.0,Verified,n,> I would like to use this loan to consolidate my debt and have only 1 monthly payment.<br>,debt_consolidation,Debt consolidation,926xx,CA,16.33,0.0,2.0,,,17.0,0.0,34211.0,53.7,36.0,f,1397.91,0.0,0.0,0.0,0.0,,INDIVIDUAL,,17th week,0.0,0.0,442155.0,63700.0,1
66,1665246,16000,16000,15975.0,36 months,,6.03,A,A1,Merrill Lynch,4 years,MORTGAGE,75000.0,Verified,n,> I am using these funds to invest in a rental property. I have had experience in the past through helping family with their own rental property and I'd like to give it a go on my own. <br>Not only is my income high enough to cover the payment but I definitely do not want to hurt my high credit score.<br>,small_business,Business funding,770xx,TX,4.83,0.0,0.0,,,6.0,0.0,1079.0,2.9,8.0,f,1438.43,0.0,0.0,0.0,0.0,,INDIVIDUAL,,117th week,0.0,,,,1
67,1604702,35000,35000,34975.0,36 months,BAT3943761,19.72,D,D5,,10+ years,MORTGAGE,140000.0,Verified,n,"   > product development, testing, patent expenses<br>",small_business,Business,195xx,PA,30.35,0.0,1.0,36.0,,16.0,0.0,88474.0,80.1,47.0,f,11640.25,0.0,0.0,0.0,0.0,,INDIVIDUAL,,156th week,0.0,,,,1
68,33740183,30000,30000,30000.0,60 months,,17.57,D,D4,Human Resources Director,10+ years,MORTGAGE,99500.0,Verified,n,,debt_consolidation,Debt consolidation,740xx,OK,27.9,0.0,0.0,,,11.0,0.0,9158.0,63.6,39.0,w,6012.87,0.0,0.0,0.0,0.0,,INDIVIDUAL,,65th week,0.0,0.0,447154.0,14400.0,0
